age_months,mileage_km,fast_charge_pct,climate_zone,soh_pct
85.9,181844,11.0,temperate,88.18
26.2,112452,98.1,temperate,86.41
10.6,81989,17.6,cold,92.19
91.8,97144,19.3,temperate,90.4
14.8,77556,14.6,temperate,96.8
19.0,107659,57.0,hot,92.29
28.0,85809,44.4,hot,92.28
50.8,146540,25.0,temperate,89.61
84.8,83785,42.9,temperate,88.64
73.0,106557,67.4,hot,88.13
68.0,117368,28.2,hot,88.45
16.8,65893,91.5,hot,90.13
34.3,41645,30.6,cold,94.52
45.9,56696,19.8,cold,93.08
14.2,112308,95.5,temperate,90.29
26.2,80000,81.1,hot,88.01
29.6,30513,34.3,hot,94.62
12.2,12161,84.1,hot,93.32
52.8,100836,51.9,temperate,89.85
67.7,76128,34.7,hot,91.28
6.7,90210,84.0,hot,89.57
46.2,133929,75.2,cold,87.76
75.1,89973,29.8,temperate,91.02
71.8,130900,60.7,cold,86.82
78.2,83739,36.9,hot,89.59
43.0,72289,0.1,hot,93.1
78.8,172300,96.2,cold,83.04
23.1,84552,55.0,temperate,91.9
34.6,135171,59.8,temperate,88.45
16.9,41138,60.0,cold,93.15
44.9,77002,55.1,temperate,93.51
37.6,87879,29.0,hot,92.05
23.1,76884,97.2,temperate,90.13
72.2,179860,62.2,hot,84.68
30.1,38841,67.1,hot,91.55
26.2,124060,45.5,hot,89.04
12.6,114113,28.8,cold,91.33
42.1,101490,6.4,temperate,90.9
29.1,65522,35.0,hot,93.24
35.5,91849,17.6,hot,91.28
22.7,53976,66.2,temperate,92.56
73.3,156945,87.9,cold,84.51
89.3,134194,30.3,hot,91.17
47.8,150936,33.3,hot,87.06
61.7,126163,67.0,cold,85.37
83.2,131092,14.9,cold,87.26
95.9,165235,92.9,cold,84.99
58.9,109553,36.4,hot,91.04
85.4,179723,10.1,hot,85.42
87.2,94822,17.5,temperate,92.83
76.0,180118,93.3,hot,84.03
44.2,134337,24.7,cold,89.39
7.8,109780,66.2,hot,90.23
1.5,59213,15.6,temperate,96.2
45.8,138640,19.4,cold,90.62
47.5,76358,87.9,cold,90.37
39.1,124023,14.8,temperate,90.21
54.5,62307,1.9,cold,93.63
53.0,81019,50.1,hot,92.88
80.3,120417,86.3,temperate,87.69
10.4,47371,32.6,hot,95.84
21.6,64456,12.8,cold,95.04
76.1,161853,98.2,cold,84.79
81.4,98628,67.7,hot,88.23
95.5,169020,85.1,hot,84.61
83.8,78678,75.2,temperate,90.72
85.4,163081,69.8,hot,85.0
30.2,120191,38.5,cold,89.41
38.6,80337,32.4,hot,92.21
25.7,108144,71.7,cold,89.6
58.2,158321,71.7,temperate,86.18
90.1,171190,95.1,temperate,87.53
33.1,74425,56.9,hot,89.44
53.5,102666,29.5,cold,91.9
28.4,117227,49.0,temperate,89.28
16.3,48695,61.4,temperate,93.85
18.7,112081,42.7,temperate,94.26
5.6,44004,79.1,cold,92.53
91.1,172662,58.5,cold,84.32
38.7,42646,0.9,cold,95.31
80.1,72057,57.0,temperate,89.97
65.4,174227,63.4,cold,86.56
18.4,119689,91.5,hot,87.68
16.8,119979,41.4,temperate,91.69
78.0,179113,57.4,temperate,84.06
25.4,73775,47.5,temperate,90.48
87.7,107483,53.2,cold,88.46
13.4,26807,6.7,cold,95.03
65.1,114362,89.7,temperate,89.69
78.2,91564,91.0,temperate,86.85
22.6,131087,54.8,cold,88.1
26.5,22577,55.7,cold,95.07
92.6,94345,5.8,cold,90.48
25.4,50745,59.8,hot,90.87
41.3,58271,42.9,hot,94.78
41.5,61695,70.9,cold,90.28
24.3,98968,4.7,cold,92.64
74.5,101365,71.1,temperate,88.82
74.1,135551,28.7,temperate,89.91
36.3,137096,65.2,temperate,88.98
80.2,139117,62.7,temperate,86.41
20.5,100390,22.7,cold,91.86
0.4,44205,44.0,hot,95.45
54.8,64862,83.6,temperate,91.72
95.4,117996,60.6,temperate,86.86
3.7,118805,6.9,cold,95.43
20.0,91257,44.3,hot,90.64
49.8,74815,31.2,temperate,92.53
77.8,118905,64.2,hot,85.93
8.5,107385,61.5,hot,89.23
37.9,111832,1.0,temperate,91.16
71.7,127044,60.8,hot,86.05
35.7,135943,73.5,cold,87.36
18.1,95800,76.9,cold,89.25
18.8,92767,5.9,hot,93.91
39.4,55576,30.4,cold,92.54
46.0,51120,42.1,temperate,92.31
82.7,184762,18.0,temperate,86.39
61.7,123243,42.1,cold,90.19
66.3,105114,7.1,temperate,91.87
94.4,149321,11.3,hot,87.37
39.5,40365,66.9,hot,90.62
38.7,130924,26.3,temperate,88.85
88.6,99865,71.1,cold,86.84
23.6,116216,4.8,temperate,93.86
70.1,122511,56.3,temperate,89.33
72.4,93554,39.1,hot,88.7
9.4,11448,79.7,cold,94.33
45.0,135359,78.4,hot,85.94
19.3,37220,37.6,temperate,94.04
17.8,21047,62.3,temperate,95.53
44.5,127812,22.8,hot,89.2
27.8,65160,58.0,hot,94.43
76.4,110405,8.1,temperate,92.6
87.1,102257,43.5,hot,90.31
77.1,167319,18.3,temperate,88.64
25.5,56962,88.3,cold,91.08
26.3,47154,44.5,hot,94.16
24.5,57488,59.1,temperate,92.61
13.0,35181,36.0,hot,97.05
90.6,113622,28.9,hot,89.15
38.6,42116,20.3,cold,94.9
21.6,36999,91.2,cold,92.79
81.3,117780,79.9,cold,89.37
38.3,137472,13.3,hot,87.95
3.4,9684,74.7,temperate,98.09
15.5,38476,41.9,temperate,94.8
61.4,160142,1.5,cold,87.09
75.2,169434,52.8,temperate,85.48
20.2,98409,13.0,cold,90.77
88.1,102248,21.0,hot,90.4
81.7,118457,69.6,temperate,86.88
81.4,93217,25.7,cold,90.88
21.9,33644,89.2,temperate,94.48
4.9,49643,65.7,temperate,93.31
83.3,138492,83.2,temperate,86.23
29.4,67656,61.5,cold,90.41
59.4,122812,86.9,hot,86.28
73.0,96348,36.2,cold,93.39
12.3,51766,54.9,temperate,94.92
75.0,157348,51.6,temperate,86.72
90.1,180479,90.4,temperate,83.3
69.9,96914,16.5,hot,90.49
42.4,103880,57.8,cold,90.03
84.2,103514,75.4,cold,87.61
50.6,48597,37.0,cold,93.86
71.5,148125,86.8,cold,84.58
78.8,86161,37.3,temperate,89.94
71.9,111034,17.3,temperate,91.23
27.6,81474,58.4,cold,90.07
11.3,31564,42.1,hot,96.03
22.9,30414,1.5,cold,96.48
48.3,81992,7.0,temperate,91.0
48.5,154696,19.5,temperate,89.18
55.9,120428,76.9,temperate,86.26
37.9,77377,89.2,temperate,91.24
75.5,67621,54.6,hot,90.03
87.7,145085,10.6,temperate,91.27
23.7,30809,53.4,temperate,95.9
70.7,124027,85.6,hot,85.13
65.1,144472,74.9,hot,83.54
50.2,92677,29.1,temperate,90.82
18.1,51012,12.4,hot,93.48
76.3,69305,90.1,cold,91.61
92.2,79823,85.4,hot,88.04
69.3,109350,5.4,temperate,92.52
88.1,179430,82.4,hot,82.96
94.5,108022,9.7,temperate,90.59
33.8,97051,6.3,temperate,92.82
61.3,133175,75.9,temperate,88.9
45.5,45214,53.6,temperate,93.61
94.7,97302,41.5,temperate,88.8
9.0,47258,90.4,hot,94.55
39.6,113401,83.9,temperate,88.42
84.1,122727,5.8,temperate,89.88
27.3,110828,61.6,temperate,86.77
75.6,167135,77.2,temperate,86.27
36.7,121627,55.0,cold,89.4
94.1,197468,98.3,temperate,82.92
84.8,161206,68.6,hot,84.36
28.9,126367,10.4,hot,90.03
73.9,161499,19.8,hot,86.63
32.3,114580,82.6,temperate,89.53
58.2,144725,99.7,cold,86.47
63.2,164840,9.8,cold,87.89
79.6,123393,10.0,temperate,91.44
2.3,78551,76.3,hot,92.2
21.1,79405,6.4,cold,93.32
68.3,159078,6.9,hot,88.1
54.1,96845,88.9,temperate,87.4
47.6,138016,80.0,cold,87.4
5.3,100339,88.2,temperate,88.8
33.4,143288,65.1,hot,86.27
83.0,99079,32.3,hot,87.03
3.0,87626,90.6,temperate,91.18
38.1,122545,29.9,hot,91.69
90.7,187965,27.6,temperate,86.03
4.9,112899,88.6,temperate,90.81
72.0,128800,68.1,hot,89.65
24.7,90107,89.6,hot,90.05
83.2,89404,15.6,cold,90.32
71.6,176681,95.2,temperate,83.64
85.0,101459,61.3,temperate,89.25
20.7,104242,66.8,temperate,89.76
51.0,137999,91.4,hot,85.4
74.8,115287,38.1,temperate,90.87
23.6,44999,72.0,temperate,94.4
22.2,41135,64.0,temperate,91.76
2.6,104954,78.8,cold,89.97
92.0,137972,89.7,cold,85.1
68.2,67618,68.0,cold,91.29
61.0,136887,6.8,temperate,91.52
71.4,89540,18.3,temperate,95.07
51.0,147696,95.4,temperate,85.74
45.7,75239,96.9,hot,88.67
43.2,59995,96.7,cold,91.19
61.5,61418,3.7,cold,92.81
19.3,77507,38.2,hot,92.35
85.3,125133,76.0,cold,86.49
77.9,155098,75.3,cold,82.53
33.6,83717,8.6,temperate,93.59
55.5,87547,60.9,cold,89.97
13.5,42681,14.3,hot,97.08
93.3,111165,49.3,hot,87.91
86.7,183573,24.0,hot,83.96
88.5,93561,5.3,temperate,91.51
31.9,145154,8.0,temperate,87.94
16.2,52761,91.1,cold,90.64
20.3,27549,74.5,hot,94.28
8.6,37043,93.2,hot,92.73
11.5,16619,47.0,temperate,97.21
6.8,100508,41.3,hot,89.72
95.0,140692,35.8,temperate,87.83
7.1,46363,61.6,temperate,93.71
12.7,90049,35.2,cold,93.8
79.4,141858,74.6,temperate,87.61
55.7,159204,80.1,hot,86.08
74.3,177305,87.6,hot,85.41
60.6,132155,24.3,hot,88.3
84.7,168712,52.7,cold,87.35
61.3,146168,22.3,temperate,87.8
50.1,100726,3.8,temperate,91.04
68.4,141555,70.8,hot,87.09
42.9,45183,54.9,cold,91.1
33.2,118648,72.4,hot,89.14
44.9,152832,8.8,temperate,89.78
16.3,23774,99.6,cold,94.49
76.5,164060,99.4,hot,83.62
25.0,132814,46.5,temperate,89.82
14.7,39425,86.6,hot,93.36
23.6,82686,24.4,temperate,92.39
80.8,178709,73.8,cold,83.65
31.7,141643,87.9,temperate,88.0
65.9,70230,81.5,cold,89.93
82.2,110393,81.2,temperate,87.57
7.5,89997,46.3,hot,92.26
73.4,87789,82.0,temperate,91.24
29.5,63586,69.1,temperate,91.62
20.8,20125,13.2,hot,95.74
66.1,73535,11.4,temperate,90.97
87.3,140263,77.2,temperate,86.58
28.3,101972,62.5,temperate,91.33
54.6,123376,51.9,hot,89.27
27.8,116590,90.7,cold,88.55
53.2,94177,66.0,temperate,91.25
59.7,82568,39.6,hot,91.51
58.6,50697,41.4,hot,93.53
59.9,74679,60.5,cold,91.91
13.0,48293,76.0,temperate,95.17
66.6,76868,56.4,temperate,90.84
64.8,56397,50.9,hot,89.75
65.5,73501,72.7,temperate,91.38
7.1,85858,70.5,cold,92.75
42.9,111297,83.0,hot,89.9
39.3,145005,6.3,cold,91.51
8.3,102717,75.5,hot,92.82
21.3,85920,51.4,hot,92.21
42.3,51784,7.5,temperate,95.11
71.3,127121,67.9,temperate,86.31
22.8,26356,71.7,hot,93.93
79.7,118086,52.4,temperate,88.21
52.4,90495,79.4,hot,89.13
73.0,112171,30.0,temperate,90.27
45.4,71384,20.2,temperate,93.83
47.9,122235,35.1,cold,89.58
59.5,150491,41.0,temperate,89.26
89.1,166460,69.6,temperate,82.32
47.2,114675,84.6,temperate,88.71
50.8,106894,72.1,hot,89.85
57.8,51890,17.4,hot,95.36
70.8,145753,36.6,cold,88.74
6.9,71146,15.8,hot,96.59
49.5,73744,68.7,cold,90.94
46.2,77868,24.8,hot,91.9
88.5,186008,52.5,cold,85.45
47.4,114404,79.2,hot,87.86
45.0,94575,67.1,cold,88.95
92.4,151487,29.8,temperate,87.25
43.3,85695,33.3,hot,89.94
17.4,70893,65.3,temperate,93.02
20.8,52190,54.9,temperate,93.61
9.1,60397,9.6,hot,94.73
0.1,82317,87.4,hot,91.6
41.5,39349,51.3,temperate,94.33
73.8,156943,47.3,temperate,88.19
70.4,92635,19.8,hot,89.25
3.1,84479,37.7,cold,92.02
54.7,122726,33.3,hot,90.18
14.8,90658,27.1,hot,90.92
90.3,148262,56.7,temperate,87.65
16.1,128481,46.2,hot,91.77
60.2,111132,88.9,hot,89.16
31.3,113977,94.1,temperate,89.46
61.6,135979,21.9,hot,89.47
39.6,61333,10.0,hot,96.26
72.9,94768,78.5,temperate,86.33
22.1,69336,99.5,temperate,90.35
87.0,105787,86.4,cold,88.52
48.0,84026,2.4,temperate,92.87
72.6,107403,25.1,temperate,92.13
81.6,140442,4.3,hot,88.49
95.9,106293,82.1,cold,87.62
21.5,114431,58.1,hot,89.43
27.5,75456,51.4,hot,91.07
24.0,104784,55.4,cold,89.91
25.2,30803,25.2,temperate,96.02
55.9,102991,60.2,temperate,88.9
95.4,82868,3.1,hot,92.26
95.1,160331,64.6,hot,85.58
50.6,83387,73.4,temperate,91.72
61.3,165033,67.3,temperate,84.96
82.6,107693,33.2,temperate,88.07
89.6,142291,82.6,hot,85.1
19.6,47195,71.6,hot,96.17
50.7,116697,12.8,temperate,92.68
80.0,122672,19.5,temperate,89.29
29.1,68732,63.7,hot,91.98
42.2,59627,28.9,hot,93.66
94.6,92232,11.9,hot,88.67
94.6,93189,15.5,hot,91.77
87.0,192373,16.6,temperate,86.25
76.7,113353,47.8,hot,88.18
25.8,21762,60.7,temperate,94.73
30.8,140019,17.6,cold,91.43
52.5,46180,71.2,cold,91.02
53.8,95093,28.1,cold,89.12
48.5,126538,31.2,hot,89.52
61.1,160686,22.3,hot,84.93
39.2,118212,78.5,hot,87.63
71.9,115569,96.0,temperate,88.84
32.0,143617,49.2,hot,88.87
31.7,31172,4.2,temperate,97.55
12.2,128605,26.1,hot,91.62
18.1,117024,15.8,hot,94.4
81.7,179513,84.3,temperate,83.78
42.8,66275,8.5,temperate,94.53
21.9,35324,96.6,temperate,92.21
72.9,140345,58.9,cold,88.34
53.2,106222,51.8,hot,89.1
2.0,64473,84.7,hot,94.78
30.4,136263,2.8,temperate,90.51
17.0,88570,77.7,temperate,92.71
63.0,89797,11.7,temperate,92.98
26.4,70010,84.1,hot,90.67
6.2,21215,52.9,cold,96.47
5.3,27472,6.1,hot,97.61
55.8,63740,83.3,temperate,91.29
2.1,98973,2.7,temperate,94.19
81.5,152488,13.8,cold,87.35
14.9,76073,79.8,temperate,91.25
58.2,93449,46.5,cold,88.38
42.7,115794,88.1,hot,88.61
42.5,132977,63.5,temperate,87.05
6.9,111492,62.4,cold,90.61
77.1,129862,29.2,temperate,90.04
85.7,169830,13.4,temperate,88.74
1.1,62238,96.1,cold,90.5
17.1,71232,10.5,hot,93.95
86.8,176164,52.9,temperate,86.37
52.8,90324,27.3,cold,91.53
14.4,59513,26.4,cold,96.05
19.5,52813,59.5,cold,92.22
63.4,115043,79.8,cold,85.39
69.6,123367,77.7,hot,87.75
57.5,127209,86.9,cold,86.47
91.5,127912,29.3,temperate,86.97
47.4,65666,46.6,temperate,92.25
28.8,128043,0.9,temperate,93.16
45.8,79699,74.7,cold,88.79
34.5,139527,30.2,temperate,92.56
21.5,42836,56.1,cold,92.74
4.4,70884,16.9,hot,94.89
33.8,92571,81.9,hot,87.88
68.3,156350,81.7,temperate,86.07
1.8,18137,87.7,hot,94.79
42.2,144327,4.6,temperate,88.54
61.8,115292,99.2,hot,89.94
58.6,119165,24.8,temperate,89.78
74.6,123352,30.9,hot,87.92
77.8,69165,24.9,hot,92.54
68.3,116587,26.8,temperate,92.38
9.9,39850,55.3,hot,95.66
45.6,79124,24.0,hot,90.45
57.9,126165,39.4,hot,88.78
23.6,79369,65.6,hot,88.86
4.1,14590,83.6,temperate,96.3
21.5,26652,69.3,hot,91.75
43.7,58670,59.4,temperate,91.41
39.7,56021,14.8,temperate,94.4
17.0,87129,81.6,temperate,91.47
79.1,87291,3.7,temperate,92.06
88.9,179861,26.4,hot,87.32
19.3,41279,5.7,cold,96.81
89.2,85302,66.7,temperate,90.53
1.7,106518,36.8,hot,91.11
88.8,109436,65.2,cold,90.17
91.4,127205,34.7,temperate,87.94
1.2,116047,45.6,temperate,94.08
73.2,174366,45.8,cold,88.43
93.1,163406,4.6,hot,87.7
87.0,80745,43.0,cold,91.73
93.2,148858,64.1,temperate,82.91
52.8,162715,54.6,temperate,86.9
7.5,119882,7.5,hot,93.73
81.6,80703,66.8,hot,90.13
58.9,96622,30.9,cold,89.38
59.0,87043,1.4,hot,91.61
40.1,48948,15.6,hot,90.9
54.9,129123,49.8,temperate,89.46
14.7,45148,31.0,temperate,92.9
71.0,100565,69.4,hot,89.57
7.2,16844,24.1,cold,98.53
70.1,118139,77.3,temperate,87.5
81.5,86898,28.6,cold,91.5
45.4,89648,62.1,hot,89.59
48.9,57987,79.9,hot,90.89
30.0,139439,38.6,temperate,88.19
93.1,94955,4.7,hot,91.25
70.4,121276,53.5,temperate,86.89
35.4,53157,99.5,hot,88.35
16.8,23148,96.9,cold,93.17
21.1,41843,22.1,cold,94.92
44.5,43687,75.6,cold,92.43
90.5,92133,34.5,cold,89.41
70.5,117950,16.0,cold,92.35
20.7,95437,66.6,temperate,91.17
82.5,79246,50.1,temperate,91.13
36.3,83178,53.9,cold,91.5
81.8,137887,82.7,cold,87.36
23.2,47443,33.7,cold,95.03
59.4,94142,66.7,cold,90.05
89.0,82754,36.6,hot,90.82
24.8,47047,4.3,cold,93.28
66.5,111444,37.8,cold,87.49
94.8,197838,95.0,temperate,82.81
14.5,131600,48.3,cold,89.72
8.5,124627,10.8,temperate,93.01
64.7,104706,68.8,cold,88.8
32.6,36861,96.3,hot,92.3
6.8,44528,90.8,cold,91.59
45.6,66550,57.2,hot,91.18
72.4,61997,37.6,hot,89.77
27.4,34238,58.1,hot,93.96
32.2,81187,81.6,temperate,88.44
81.2,108415,86.1,hot,87.29
49.9,63248,81.9,cold,88.96
